,Unnamed: 0,Year,Song,Artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
2151,2151,2005.0,I Only Have Eyes For You (Album Version),John Stevens,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2152,2152,,Jody,Eddie Turner,0.00575,https://api.spotify.com/v1/audio-analysis/4VW9DZs5zhAQ4z6f2UeDuU,0.659,278307,0.89,4VW9DZs5zhAQ4z6f2UeDuU,0.00762,9,0.126,-3.649,1,0.063,107.036,4,https://api.spotify.com/v1/tracks/4VW9DZs5zhAQ4z6f2UeDuU,audio_features,spotify:track:4VW9DZs5zhAQ4z6f2UeDuU,0.758,0
2153,2153,,Dept. Of Youth,Pretty Boy Floyd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2154,2154,,Where the Rats 3,DJ Slugo,0.0616,https://api.spotify.com/v1/audio-analysis/5rgcFDSavVedtZBzdjCb7V,0.892,287961,0.648,5rgcFDSavVedtZBzdjCb7V,0.907,6,0.111,-9.342,1,0.153,160.093,4,https://api.spotify.com/v1/tracks/5rgcFDSavVedtZBzdjCb7V,audio_features,spotify:track:5rgcFDSavVedtZBzdjCb7V,0.135,5
2155,2155,,Turn Around (LP Version),Chris Rodriguez,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2156,2156,,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),Neeme Jarvi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2157,2157,1995.0,Horrible,Jack Off Jill,0.000975,https://api.spotify.com/v1/audio-analysis/28QhmLqsJ6n9Rrt7wkHSeB,0.516,152694,0.828,28QhmLqsJ6n9Rrt7wkHSeB,3.44e-05,10,0.0658,-6.894,0,0.21,178.293,4,https://api.spotify.com/v1/tracks/28QhmLqsJ6n9Rrt7wkHSeB,audio_features,spotify:track:28QhmLqsJ6n9Rrt7wkHSeB,0.905,19
2158,2158,2000.0,Another Year,K's Choice,0.0229,https://api.spotify.com/v1/audio-analysis/5sA98lmVr8Eq8H1RYY2Vy6,0.388,206812,0.722,5sA98lmVr8Eq8H1RYY2Vy6,3.49e-05,9,0.345,-8.801,1,0.0355,81.764,4,https://api.spotify.com/v1/tracks/5sA98lmVr8Eq8H1RYY2Vy6,audio_features,spotify:track:5sA98lmVr8Eq8H1RYY2Vy6,0.45,15
2159,2159,1986.0,Noches Arabes,Los Fabulosos Cadillacs,0.0364,https://api.spotify.com/v1/audio-analysis/2Yq3tHP4hUu1A9IL5BPRaN,0.789,190307,0.441,2Yq3tHP4hUu1A9IL5BPRaN,0.775,0,0.0577,-15.866,0,0.0518,124.862,4,https://api.spotify.com/v1/tracks/2Yq3tHP4hUu1A9IL5BPRaN,audio_features,spotify:track:2Yq3tHP4hUu1A9IL5BPRaN,0.815,2
2160,2160,,Aurora,NAZCA PERU,0.182,https://api.spotify.com/v1/audio-analysis/20mKqvxPTU0YoA9Nll2QUD,0.644,159440,0.859,20mKqvxPTU0YoA9Nll2QUD,0.000161,11,0.241,-5.574,0,0.0287,147.685,3,https://api.spotify.com/v1/tracks/20mKqvxPTU0YoA9Nll2QUD,audio_features,spotify:track:20mKqvxPTU0YoA9Nll2QUD,0.969,0
2161,2161,,Hatesex (Reborn),Hatesex,2.85e-06,https://api.spotify.com/v1/audio-analysis/4Ln595o6E2YUOSre1GPiiP,0.481,376080,0.678,4Ln595o6E2YUOSre1GPiiP,0.652,1,0.148,-9.985,1,0.0319,127.005,4,https://api.spotify.com/v1/tracks/4Ln595o6E2YUOSre1GPiiP,audio_features,spotify:track:4Ln595o6E2YUOSre1GPiiP,0.432,2
2162,2162,,Ridin' High,The Impressions,0.283,https://api.spotify.com/v1/audio-analysis/7f44IRkPtLcmVOPf1bB6mn,0.577,145200,0.547,7f44IRkPtLcmVOPf1bB6mn,0,2,0.0588,-8.425,1,0.0567,116.15,4,https://api.spotify.com/v1/tracks/7f44IRkPtLcmVOPf1bB6mn,audio_features,spotify:track:7f44IRkPtLcmVOPf1bB6mn,0.715,3
2163,2163,,Circle Of Hands (For A Time Like This Album Version),Sheila Walsh,0.166,https://api.spotify.com/v1/audio-analysis/1gxr57vTRHlRFQdbO4WoVH,0.562,331973,0.726,1gxr57vTRHlRFQdbO4WoVH,4.04e-05,5,0.443,-10.191,1,0.0353,88.026,4,https://api.spotify.com/v1/tracks/1gxr57vTRHlRFQdbO4WoVH,audio_features,spotify:track:1gxr57vTRHlRFQdbO4WoVH,0.81,0
2164,2164,1987.0,Memphis In The Meantime,John Hiatt,0.143,https://api.spotify.com/v1/audio-analysis/6ayQVhvuy6yRx19572hPMT,0.533,239800,0.788,6ayQVhvuy6yRx19572hPMT,9.06e-05,9,0.0763,-11.085,1,0.0462,181.484,4,https://api.spotify.com/v1/tracks/6ayQVhvuy6yRx19572hPMT,audio_features,spotify:track:6ayQVhvuy6yRx19572hPMT,0.89,35
2165,2165,1989.0,Knowledge Is King,Kool Moe Dee,0.00631,https://api.spotify.com/v1/audio-analysis/1lUK4vRyELOO4NJyNh8Q5p,0.905,219773,0.601,1lUK4vRyELOO4NJyNh8Q5p,2.4e-06,0,0.107,-15.904,1,0.301,107.846,4,https://api.spotify.com/v1/tracks/1lUK4vRyELOO4NJyNh8Q5p,audio_features,spotify:track:1lUK4vRyELOO4NJyNh8Q5p,0.525,15
2166,2166,1999.0,Decir Adios,Carlos Ponce,0.311,https://api.spotify.com/v1/audio-analysis/6reBDUywHDqzG83LVQHscL,0.593,269933,0.517,6reBDUywHDqzG83LVQHscL,0,1,0.124,-8.567,0,0.0278,126.954,4,https://api.spotify.com/v1/tracks/6reBDUywHDqzG83LVQHscL,audio_features,spotify:track:6reBDUywHDqzG83LVQHscL,0.221,28
2167,2167,,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,Solomon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2168,2168,2006.0,Pranafestation,Desert Dwellers,0.741,https://api.spotify.com/v1/audio-analysis/4peGXGDhAsAH1OtJPI37s5,0.573,406200,0.496,4peGXGDhAsAH1OtJPI37s5,0.0594,10,0.172,-11.175,1,0.0271,129.989,4,https://api.spotify.com/v1/tracks/4peGXGDhAsAH1OtJPI37s5,audio_features,spotify:track:4peGXGDhAsAH1OtJPI37s5,0.246,17
2169,2169,,Sleeping My Day Away [Live],D.A.D.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2170,2170,1977.0,Collapsar,Brand X,0.937,https://api.spotify.com/v1/audio-analysis/3uBjB2pO295b5ZWJ8t5Ly3,0.222,95707,0.201,3uBjB2pO295b5ZWJ8t5Ly3,0.772,0,0.105,-25.553,1,0.0577,85.011,3,https://api.spotify.com/v1/tracks/3uBjB2pO295b5ZWJ8t5Ly3,audio_features,spotify:track:3uBjB2pO295b5ZWJ8t5Ly3,0.0361,11
2171,2171,2004.0,Let's Get It Started,Black Eyed Peas,0.0983,https://api.spotify.com/v1/audio-analysis/3qK8x4GZcIkzTz9JEqvIF5,0.784,217213,0.811,3qK8x4GZcIkzTz9JEqvIF5,0,11,0.186,-2.218,0,0.137,104.97,4,https://api.spotify.com/v1/tracks/3qK8x4GZcIkzTz9JEqvIF5,audio_features,spotify:track:3qK8x4GZcIkzTz9JEqvIF5,0.776,58
2172,2172,2000.0,There Will Be Blood Tonight,Lizzy Borden,0.000129,https://api.spotify.com/v1/audio-analysis/3Y2fxihrgEndwMHTCkSorB,0.256,236360,0.99,3Y2fxihrgEndwMHTCkSorB,0,10,0.226,-2.713,0,0.107,113.298,4,https://api.spotify.com/v1/tracks/3Y2fxihrgEndwMHTCkSorB,audio_features,spotify:track:3Y2fxihrgEndwMHTCkSorB,0.398,10
2173,2173,,Sentimental Journey,The Merry Macs,0.928,https://api.spotify.com/v1/audio-analysis/2KtBHVz99zjGf2vc5wbnqC,0.883,182813,0.197,2KtBHVz99zjGf2vc5wbnqC,0,0,0.116,-15.254,0,0.0515,112.697,4,https://api.spotify.com/v1/tracks/2KtBHVz99zjGf2vc5wbnqC,audio_features,spotify:track:2KtBHVz99zjGf2vc5wbnqC,0.469,7
2174,2174,1999.0,Harlem Shuffle,Righteous Brothers,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2175,2175,,Step 2 It,Pinch feat. Rudey Lee,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2176,2176,,I believe,Casual,0.801,https://api.spotify.com/v1/audio-analysis/7b7fP7mk5arxC8Z7OvkoxB,0.647,240467,0.302,7b7fP7mk5arxC8Z7OvkoxB,1.46e-05,4,0.104,-11.976,1,0.0657,127.766,4,https://api.spotify.com/v1/tracks/7b7fP7mk5arxC8Z7OvkoxB,audio_features,spotify:track:7b7fP7mk5arxC8Z7OvkoxB,0.38,19
2177,2177,2006.0,The Drop-Off,The Tragically Hip,0.000131,https://api.spotify.com/v1/audio-analysis/3HFNE9KvE5oS7FL6W26KNv,0.284,219933,0.958,3HFNE9KvE5oS7FL6W26KNv,1.75e-06,6,0.342,-3.657,0,0.0748,110.076,4,https://api.spotify.com/v1/tracks/3HFNE9KvE5oS7FL6W26KNv,audio_features,spotify:track:3HFNE9KvE5oS7FL6W26KNv,0.763,12
2178,2178,,In The Name Of God (Gentle Revolution Album Version),Scott Krippayne,0.91,https://api.spotify.com/v1/audio-analysis/4DmJqW80CRpYZYCOZgPk1F,0.316,244827,0.0762,4DmJqW80CRpYZYCOZgPk1F,2.05e-06,5,0.11,-13.646,1,0.0373,80.838,3,https://api.spotify.com/v1/tracks/4DmJqW80CRpYZYCOZgPk1F,audio_features,spotify:track:4DmJqW80CRpYZYCOZgPk1F,0.205,0
2179,2179,1995.0,Tabloid Junkie,Michael Jackson,0.0866,https://api.spotify.com/v1/audio-analysis/7n6DnNdKKhjyDa1GlGgLeQ,0.814,272707,0.877,7n6DnNdKKhjyDa1GlGgLeQ,7.36e-05,1,0.277,-7.134,0,0.152,111.179,4,https://api.spotify.com/v1/tracks/7n6DnNdKKhjyDa1GlGgLeQ,audio_features,spotify:track:7n6DnNdKKhjyDa1GlGgLeQ,0.576,43
2180,2180,1975.0,Bubulina,Sui Generis,0.48,https://api.spotify.com/v1/audio-analysis/0fiiH0TJ7Fd8uShfeSHAo1,0.327,314573,0.444,0fiiH0TJ7Fd8uShfeSHAo1,0.000466,9,0.394,-9.8,0,0.0368,122.622,4,https://api.spotify.com/v1/tracks/0fiiH0TJ7Fd8uShfeSHAo1,audio_features,spotify:track:0fiiH0TJ7Fd8uShfeSHAo1,0.0512,31
2181,2181,2009.0,Immonumental,Flowin Immo et Les Freaqz,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2182,2182,2004.0,Borrow Mine,Bebo Norman,0.00374,https://api.spotify.com/v1/audio-analysis/1Ob5nJJqmkFh3J5wCBmkJq,0.451,280387,0.685,1Ob5nJJqmkFh3J5wCBmkJq,3.67e-05,1,0.144,-5.347,1,0.0283,144.08,4,https://api.spotify.com/v1/tracks/1Ob5nJJqmkFh3J5wCBmkJq,audio_features,spotify:track:1Ob5nJJqmkFh3J5wCBmkJq,0.44,11
2183,2183,2000.0,Under The Palms,Photek,0.758,https://api.spotify.com/v1/audio-analysis/65cL9Y1TCuI41X0H47DOym,0.196,157333,0.231,65cL9Y1TCuI41X0H47DOym,0.102,7,0.124,-13.288,1,0.0385,97.519,4,https://api.spotify.com/v1/tracks/65cL9Y1TCuI41X0H47DOym,audio_features,spotify:track:65cL9Y1TCuI41X0H47DOym,0.0366,8
2184,2184,1999.0,Limosna De Amores,Isabel Pantoja,0.865,https://api.spotify.com/v1/audio-analysis/11Cd7JjYdRw7myZhiURUPZ,0.429,262227,0.701,11Cd7JjYdRw7myZhiURUPZ,0,4,0.954,-4.872,0,0.0594,113.429,4,https://api.spotify.com/v1/tracks/11Cd7JjYdRw7myZhiURUPZ,audio_features,spotify:track:11Cd7JjYdRw7myZhiURUPZ,0.414,9
2185,2185,2008.0,Superstar,BigElf,0.0344,https://api.spotify.com/v1/audio-analysis/4c7wUqMW71Z5aUGkRKSiIE,0.514,226733,0.589,4c7wUqMW71Z5aUGkRKSiIE,0,5,0.851,-4.098,1,0.0422,120.287,4,https://api.spotify.com/v1/tracks/4c7wUqMW71Z5aUGkRKSiIE,audio_features,spotify:track:4c7wUqMW71Z5aUGkRKSiIE,0.712,4
2186,2186,,Seis Perlas Cubanas,Orquesta Sublime,0.84,https://api.spotify.com/v1/audio-analysis/3sLTLKVQuiLpkAFKAnG1wx,0.614,168298,0.385,3sLTLKVQuiLpkAFKAnG1wx,7.24e-06,0,0.0691,-7.742,0,0.0734,104.854,4,https://api.spotify.com/v1/tracks/3sLTLKVQuiLpkAFKAnG1wx,audio_features,spotify:track:3sLTLKVQuiLpkAFKAnG1wx,0.684,5
2187,2187,,Rebelion,Juanes,0.13,https://api.spotify.com/v1/audio-analysis/5SZBuF35E4hqzH0xDOS1yK,0.598,332520,0.935,5SZBuF35E4hqzH0xDOS1yK,0.000307,11,0.857,-5.261,0,0.056,97.798,4,https://api.spotify.com/v1/tracks/5SZBuF35E4hqzH0xDOS1yK,audio_features,spotify:track:5SZBuF35E4hqzH0xDOS1yK,0.458,19
2188,2188,1996.0,Mi Alma Esta Enamorada,Bobby Pulido,0.159,https://api.spotify.com/v1/audio-analysis/4wzym8wGWWsI2BHSItMmzH,0.416,229827,0.795,4wzym8wGWWsI2BHSItMmzH,0.000235,2,0.191,-4.753,1,0.0647,199.854,4,https://api.spotify.com/v1/tracks/4wzym8wGWWsI2BHSItMmzH,audio_features,spotify:track:4wzym8wGWWsI2BHSItMmzH,0.834,16
2189,2189,,Pish Tash,Mish Mash,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2190,2190,,Hao Lai Hao Qu,Alex Fong,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2191,2191,,Moving Up,Gustavo Santaolalla,0.934,https://api.spotify.com/v1/audio-analysis/6jrrykHqNY8pREQRvDXqrM,0.457,95720,0.188,6jrrykHqNY8pREQRvDXqrM,0.916,11,0.116,-16.323,0,0.0407,75.027,4,https://api.spotify.com/v1/tracks/6jrrykHqNY8pREQRvDXqrM,audio_features,spotify:track:6jrrykHqNY8pREQRvDXqrM,0.15,10
2192,2192,,Did You Ever Go Sailin',Isaacs,0.464,https://api.spotify.com/v1/audio-analysis/3jzlCBCldRnKZWx5INoc1v,0.622,194027,0.464,3jzlCBCldRnKZWx5INoc1v,1.32e-06,6,0.979,-14.659,1,0.0651,103.838,4,https://api.spotify.com/v1/tracks/3jzlCBCldRnKZWx5INoc1v,audio_features,spotify:track:3jzlCBCldRnKZWx5INoc1v,0.327,3
2193,2193,1988.0,Nobody's Perfect,Mike And The Mechanics,0.381,https://api.spotify.com/v1/audio-analysis/5uZch0I2p9I4LfKQHk4m07,0.586,288227,0.575,5uZch0I2p9I4LfKQHk4m07,0,10,0.335,-10.614,1,0.0299,97.897,4,https://api.spotify.com/v1/tracks/5uZch0I2p9I4LfKQHk4m07,audio_features,spotify:track:5uZch0I2p9I4LfKQHk4m07,0.373,23
2194,2194,2000.0,Tigers Fucking (Spoken Word) (Album Version),Joe Rogan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2195,2195,2000.0,Vollmond,In Extremo,0.00184,https://api.spotify.com/v1/audio-analysis/4yy5bpUpAHgJzKbS4J1zm2,0.645,240653,0.898,4yy5bpUpAHgJzKbS4J1zm2,0.000328,2,0.0784,-2.532,0,0.0303,96.013,4,https://api.spotify.com/v1/tracks/4yy5bpUpAHgJzKbS4J1zm2,audio_features,spotify:track:4yy5bpUpAHgJzKbS4J1zm2,0.228,27
2196,2196,,This Train (Munk Edit),Who Made Who,0.302,https://api.spotify.com/v1/audio-analysis/68pDyGRLRI77GFPLRMNPnR,0.767,480955,0.72,68pDyGRLRI77GFPLRMNPnR,0.729,9,0.116,-7.181,1,0.0611,138.01,4,https://api.spotify.com/v1/tracks/68pDyGRLRI77GFPLRMNPnR,audio_features,spotify:track:68pDyGRLRI77GFPLRMNPnR,0.199,5
2197,2197,1991.0,Give Your Heart a Home,Don Francisco,0.317,https://api.spotify.com/v1/audio-analysis/5YLoaJNtS9oeCoinDmbpRM,0.576,265547,0.271,5YLoaJNtS9oeCoinDmbpRM,0.0652,7,0.127,-14.551,1,0.0316,107.115,4,https://api.spotify.com/v1/tracks/5YLoaJNtS9oeCoinDmbpRM,audio_features,spotify:track:5YLoaJNtS9oeCoinDmbpRM,0.678,12
2198,2198,2007.0,Real McKoy Feat. Busy Signal,Mavado,0.0113,https://api.spotify.com/v1/audio-analysis/0x50dstr4C54wbWTgI9NHD,0.745,211293,0.623,0x50dstr4C54wbWTgI9NHD,0,7,0.0756,-5.416,1,0.332,100.113,4,https://api.spotify.com/v1/tracks/0x50dstr4C54wbWTgI9NHD,audio_features,spotify:track:0x50dstr4C54wbWTgI9NHD,0.569,24
2199,2199,,Catch Me In The Morning (Album Version),Doug Sahm Tex Mex Trip,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2200,2200,2005.0,No Comprimise_ No Regrets,Hanoi Rocks,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2201,2201,,La Vida Eres,Orquesta Sublime,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2202,2202,,Missing,Nicola Fasano feat. Paula B.,0.00262,https://api.spotify.com/v1/audio-analysis/1Pu9srkaSX2nF2BkYoUhmH,0.741,390478,0.615,1Pu9srkaSX2nF2BkYoUhmH,0.345,9,0.0229,-7.862,0,0.064,126.004,4,https://api.spotify.com/v1/tracks/1Pu9srkaSX2nF2BkYoUhmH,audio_features,spotify:track:1Pu9srkaSX2nF2BkYoUhmH,0.79,0
2203,2203,,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,Staatskapelle Dresden/Herbert Blomstedt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2204,2204,,A la Hora,Ocho y Media,0.662,https://api.spotify.com/v1/audio-analysis/4K3WX9fcuuEm4jvHnek54X,0.681,278187,0.896,4K3WX9fcuuEm4jvHnek54X,0.0277,9,0.102,-3.024,1,0.0456,94.062,4,https://api.spotify.com/v1/tracks/4K3WX9fcuuEm4jvHnek54X,audio_features,spotify:track:4K3WX9fcuuEm4jvHnek54X,0.949,6
2205,2205,1997.0,Destroy 2000 Years Of Culture,Atari Teenage Riot,0.0102,https://api.spotify.com/v1/audio-analysis/4oL9DJEh0eU1K0gyuqZqFq,0.55,231840,0.981,4oL9DJEh0eU1K0gyuqZqFq,0.332,1,0.52,-6.412,1,0.0839,113.976,4,https://api.spotify.com/v1/tracks/4oL9DJEh0eU1K0gyuqZqFq,audio_features,spotify:track:4oL9DJEh0eU1K0gyuqZqFq,0.189,14
2206,2206,1988.0,Crack,RUN-DMC,0.00457,https://api.spotify.com/v1/audio-analysis/2l0Xqp7cdXjOamqm6oDX6U,0.794,101760,0.799,2l0Xqp7cdXjOamqm6oDX6U,0,1,0.087,-6.043,0,0.573,193.391,4,https://api.spotify.com/v1/tracks/2l0Xqp7cdXjOamqm6oDX6U,audio_features,spotify:track:2l0Xqp7cdXjOamqm6oDX6U,0.542,16
2207,2207,,Stand By Me (Freedom Band Album Version),Bill & Gloria Gaither,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2208,2208,,Birdies,Danny Elfman,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2209,2209,1989.0,Evil Ways,Otis Spann,0.991,https://api.spotify.com/v1/audio-analysis/2soXRqtQptgFV143AnfL5L,0.518,233880,0.445,2soXRqtQptgFV143AnfL5L,0.367,5,0.278,-11.567,1,0.0295,115.348,4,https://api.spotify.com/v1/tracks/2soXRqtQptgFV143AnfL5L,audio_features,spotify:track:2soXRqtQptgFV143AnfL5L,0.584,6
2210,2210,,Tramonto Etnico,Daniela Dessì,0.648,https://api.spotify.com/v1/audio-analysis/6FHg1fu6FpjSNNx1nRmjeY,0.516,201333,0.49,6FHg1fu6FpjSNNx1nRmjeY,0.926,10,0.234,-15.131,0,0.046,179.979,4,https://api.spotify.com/v1/tracks/6FHg1fu6FpjSNNx1nRmjeY,audio_features,spotify:track:6FHg1fu6FpjSNNx1nRmjeY,0.186,0
2211,2211,2002.0,Distant Voices,Atman,0.62,https://api.spotify.com/v1/audio-analysis/0Pwkay4vmaVGe2Hbx3TDyv,0.654,268200,0.38,0Pwkay4vmaVGe2Hbx3TDyv,0.947,1,0.0998,-13.304,0,0.0316,91.002,4,https://api.spotify.com/v1/tracks/0Pwkay4vmaVGe2Hbx3TDyv,audio_features,spotify:track:0Pwkay4vmaVGe2Hbx3TDyv,0.332,3
2212,2212,,Give Me Your Word,Frank Ifield,0.582,https://api.spotify.com/v1/audio-analysis/0NmvOTSl0Jnb1plic24eq9,0.509,152907,0.277,0NmvOTSl0Jnb1plic24eq9,4.02e-06,4,0.227,-13.98,1,0.0319,101.615,4,https://api.spotify.com/v1/tracks/0NmvOTSl0Jnb1plic24eq9,audio_features,spotify:track:0NmvOTSl0Jnb1plic24eq9,0.51,6
2213,2213,,Tudo E Ilusao (1997 Digital Remaster),Clara Nunes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2214,2214,,Hurry Hurry Baby (Dj Edit),Fyah Blaze,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2215,2215,2006.0,Improv #1,Gonzalo Rubalcaba,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2216,2216,2003.0,Kids In the Store,George Lopez,0.851,https://api.spotify.com/v1/audio-analysis/5OadnkRrUIQNWG5uUcm9Ep,0.386,260840,0.736,5OadnkRrUIQNWG5uUcm9Ep,0,10,0.914,-14.317,1,0.946,75.839,4,https://api.spotify.com/v1/tracks/5OadnkRrUIQNWG5uUcm9Ep,audio_features,spotify:track:5OadnkRrUIQNWG5uUcm9Ep,0.347,21
2217,2217,2002.0,Losing Weight Part 2,Cam'Ron / Juelz Santana,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2218,2218,2007.0,Fingerprints,Minipop,0.0232,https://api.spotify.com/v1/audio-analysis/6x7FDXUKETkCmx8i2fcxDL,0.362,165133,0.709,6x7FDXUKETkCmx8i2fcxDL,7.03e-05,2,0.18,-4.86,1,0.0338,160.3,4,https://api.spotify.com/v1/tracks/6x7FDXUKETkCmx8i2fcxDL,audio_features,spotify:track:6x7FDXUKETkCmx8i2fcxDL,0.236,14
2219,2219,2004.0,Star,Krystof,0.0715,https://api.spotify.com/v1/audio-analysis/7eOVms9DfGsrMRoMDpwUll,0.568,301200,0.537,7eOVms9DfGsrMRoMDpwUll,0,4,0.28,-7.084,0,0.0299,105.047,4,https://api.spotify.com/v1/tracks/7eOVms9DfGsrMRoMDpwUll,audio_features,spotify:track:7eOVms9DfGsrMRoMDpwUll,0.343,3
2220,2220,1971.0,Jody,Jeff Beck Group,0.153,https://api.spotify.com/v1/audio-analysis/1ocU2lZ9UX7lvORaNwhQxP,0.385,366173,0.686,1ocU2lZ9UX7lvORaNwhQxP,0.000194,0,0.255,-11.318,1,0.0397,154.831,4,https://api.spotify.com/v1/tracks/1ocU2lZ9UX7lvORaNwhQxP,audio_features,spotify:track:1ocU2lZ9UX7lvORaNwhQxP,0.799,15
2221,2221,,Love Without Fear,Katie Armiger,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2222,2222,,Rain Please Go Away,The Del McCoury Band,0.172,https://api.spotify.com/v1/audio-analysis/7nC2wIb5nMKDpkRdWx3MN2,0.604,164467,0.588,7nC2wIb5nMKDpkRdWx3MN2,0.000328,11,0.187,-10.187,1,0.0291,104.941,4,https://api.spotify.com/v1/tracks/7nC2wIb5nMKDpkRdWx3MN2,audio_features,spotify:track:7nC2wIb5nMKDpkRdWx3MN2,0.932,8
2223,2223,,Goofy Golf,Mack and Jamie,0.63,https://api.spotify.com/v1/audio-analysis/41TPh1QAqWXsjZkbqcq86M,0.705,65960,0.339,41TPh1QAqWXsjZkbqcq86M,0,3,0.128,-22.068,0,0.876,50.736,3,https://api.spotify.com/v1/tracks/41TPh1QAqWXsjZkbqcq86M,audio_features,spotify:track:41TPh1QAqWXsjZkbqcq86M,0.776,0
2224,2224,,Get Back,F4,0.0123,https://api.spotify.com/v1/audio-analysis/5zuH5X8pz6OxPLcwEGRHz1,0.632,276000,0.934,5zuH5X8pz6OxPLcwEGRHz1,0.0933,2,0.27,-12.353,1,0.0442,135.052,4,https://api.spotify.com/v1/tracks/5zuH5X8pz6OxPLcwEGRHz1,audio_features,spotify:track:5zuH5X8pz6OxPLcwEGRHz1,0.691,0
2225,2225,,Peace Prayer,Dhamika,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2226,2226,,The Legionnaire,K.T. Oslin,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2227,2227,1970.0,On The Boards,Taste,0.0173,https://api.spotify.com/v1/audio-analysis/2PSo26j5LkdGu18mYM2ZdT,0.365,168907,0.542,2PSo26j5LkdGu18mYM2ZdT,0.00407,7,0.158,-14.721,1,0.0391,94.508,4,https://api.spotify.com/v1/tracks/2PSo26j5LkdGu18mYM2ZdT,audio_features,spotify:track:2PSo26j5LkdGu18mYM2ZdT,0.626,25
